id_contract;TARGET
17892;0.22875036
17893;0.1368492
17894;0.13700083
17895;0.398716
17896;0.45899093
17897;0.023124386
17898;0.051111996
17899;0.98330104
17900;0.2375693
17901;0.7578544
17902;0.12168718
17903;0.46024966
17904;0.18215469
17905;0.9574408
17906;0.07677944
17907;0.07102983
17908;0.0030192768
17909;0.22550327
17910;0.0024237703
17911;0.2577453
17912;0.19577584
17913;0.13373406
17914;0.9946571
17915;0.9946571
17916;0.024577854
17917;0.18079124
17918;0.9954756
17919;0.9973671
17920;0.025892423
17921;0.90116364
17922;0.90116364
17923;0.015696686
17924;0.06692951
17925;0.99166906
17926;0.044286206
17927;0.10672916
17928;0.1775106
17929;0.008425944
17930;0.012421919
17931;0.026776575
17932;0.008551718
17933;0.8749954
17934;0.0017664732
17935;0.17809716
17936;0.8749954
17937;0.9864877
17938;0.9864877
17939;0.9864877
17940;0.5403904
17941;0.008163276
17942;0.07753379
17943;0.05609083
17944;0.02006146
17945;0.008873339
17946;0.9280601
17947;0.01960786
17948;0.38495705
17949;0.032099996
17950;0.004251085
17951;0.22400086
17952;0.3721531
17953;0.998602
17954;0.05634575
17955;0.772178
17956;0.86121315
17957;0.86121315
17958;0.0046929056
17959;0.08870257
17960;0.101931
17961;0.013064549
17962;0.10252712
17963;0.13823277
17964;0.24569261
17965;0.0012648712
17966;0.13623957
17967;0.19242096
17968;0.62377656
17969;0.40264323
17970;0.006844234
17971;0.03917997
17972;0.15306668
17973;0.089711495
17974;0.13091524
17975;0.07745688
17976;0.047798455
17977;0.019544236
17978;0.026932167
17979;0.0017382255
17980;0.11933473
17981;0.4434362
17982;0.021410543
17983;0.14149177
17984;0.99316555
17985;0.077587314
17986;0.9973527
17987;0.10190165
17988;0.97718096
17989;0.2074677
17990;0.04112572
17991;0.101085484
17992;0.20206949
17993;0.07581689
17994;0.121069565
17995;0.04549541
17996;0.88550353
17997;0.18750376
17998;0.01418777
17999;0.0076422784
18000;0.36862233
18001;0.9855644
18002;0.9315887
18003;0.9091319
18004;0.03549179
18005;0.9805921
18006;0.9186562
18007;0.4261533
18008;0.019795079
18009;0.0027142123
18010;0.27385134
18011;0.06463347
18012;0.10369528
18013;0.3908399
18014;0.99944323
18015;0.3735651
18016;0.09466567
18017;0.84529555
18018;0.99777645
18019;0.29167676
18020;0.0008200407
18021;0.028098295
18022;0.0067475266
18023;0.22277337
18024;0.001782977
18025;0.06236527
18026;0.99767953
18027;0.12772724
