id_contract;TARGET
17892;0.1665221211217709
17893;0.1609312575839298
17894;0.17192324147630725
17895;0.44247108281078507
17896;0.5075934539634726
17897;0.1497299110508076
17898;0.07166167983832455
17899;0.8663868128416876
17900;0.13321534755446604
17901;0.31807744036851127
17902;0.12310773107430531
17903;0.9412834789270343
17904;0.59900134909606
17905;0.9895127519773155
17906;0.3082111465517913
17907;0.0832703381674506
17908;0.09353488599108774
17909;0.24171792066883602
17910;0.01624533140629054
17911;0.7833272093119062
17912;0.708937913597172
17913;0.25148982503975337
17914;0.8628046127129764
17915;0.8628046127129764
17916;0.37099537111493924
17917;0.23488803747709225
17918;0.8706387558499514
17919;0.7260422427658685
17920;0.024899354856054316
17921;0.7042558998124606
17922;0.7042558998124606
17923;0.24725718378413641
17924;0.4471813681069478
17925;0.770819286733207
17926;0.33348391151674417
17927;0.1916891443046926
17928;0.3807424757753449
17929;0.12173951674573516
17930;0.1310258508572698
17931;0.16382981380838244
17932;0.4589763029342239
17933;0.6265106245243619
17934;0.062491142099041455
17935;0.6774216517559165
17936;0.6265106245243619
17937;0.73866702432275
17938;0.73866702432275
17939;0.73866702432275
17940;0.35062545951928004
17941;0.08789455108606781
17942;0.26846922458502886
17943;0.2508176619280744
17944;0.24587486015532067
17945;0.033172772592973444
17946;0.3863226149351495
17947;0.32775278583323514
17948;0.34956796235675636
17949;0.19287251112470022
17950;0.011279455081001474
17951;0.26194401499092845
17952;0.4469445222135465
17953;0.8287312818470294
17954;0.39166904103418
17955;0.23711853123982665
17956;0.6017082151300805
17957;0.6017082151300805
17958;0.0970580214164798
17959;0.270839814402566
17960;0.33803413112520697
17961;0.10989381688256927
17962;0.0863031779272235
17963;0.3753375364779813
17964;0.7207280542445795
17965;0.047736685236069956
17966;0.0636388529514171
17967;0.5683535399523023
17968;0.6901200088183697
17969;0.6302983847025081
17970;0.10971830501939528
17971;0.30388167911949543
17972;0.6088227414877732
17973;0.08439744373741179
17974;0.19733097109609005
17975;0.3691951541491469
17976;0.09452781569916922
17977;0.12139075644689094
17978;0.2787625291305136
17979;0.02084024748334911
17980;0.22515980231829863
17981;0.22416991636750083
17982;0.2891010831821247
17983;0.14498530482619734
17984;0.6627133011629918
17985;0.24870606454295507
17986;0.7206161607145655
17987;0.6773833507235784
17988;0.8663868128416876
17989;0.5755057252414801
17990;0.33348391151674417
17991;0.16172218876797967
17992;0.3738815754608531
17993;0.17203789531181435
17994;0.3143615105542044
17995;0.06933539655619596
17996;0.5351671767646506
17997;0.5196867993316727
17998;0.03742619641718662
17999;0.08163947566612272
18000;0.5233517164205084
18001;0.73866702432275
18002;0.45428811750056486
18003;0.9313416440846692
18004;0.4336597061924746
18005;0.714814605164717
18006;0.7174544834301623
18007;0.7038110301057151
18008;0.7927364240618667
18009;0.59900134909606
18010;0.5613945882118481
18011;0.367411635538357
18012;0.13326075553216749
18013;0.1985304481472963
18014;0.8622325701557731
18015;0.7784042778178757
18016;0.41861589103567176
18017;0.5780049105402556
18018;0.5633880531779835
18019;0.8456041864776008
18020;0.041471576418705504
18021;0.07814644671375312
18022;0.0667983830402658
18023;0.17423797125183768
18024;0.015550595238095238
18025;0.22618183185633245
18026;0.7206161607145655
18027;0.22397533302103834
18028;0.011279455081001474
18029;0.8663868128416876
18030;0.8706387558499514
18031;0.8663868128416876
18032;0.2059210136656316
18033;0.8663868128416876
18034;0.15286875860844634
18035;0.053375742562009144
18036;0.6159156346697732
18037;0.049818905758868555
18038;0.8813210183094965
18039;0.73866702432275
18040;0.2838037390310418
18041;0.8663868128416876
18042;0.2541181698828377
18043;0.3476321506660695
18044;0.08439744373741179
18045;0.10455432165229231
18046;0.714814605164717
18047;0.09564707054593583
18048;0.5892327097382822
18049;0.20088254625482405
18050;0.35176430094506284
18051;0.6048379828547367
18052;0.8622325701557731
18053;0.066983116428174
18054;0.06742944225018559
18055;0.04410996872185398
18056;0.24255592416638033
18057;0.8014198605059788
18058;0.7291581505050926
18059;0.08223425208579382
18060;0.1542505627785633
18061;0.16903800751585937
18062;0.3621218783260642
18063;0.8663868128416876
18064;0.7103788672643492
18065;0.8663868128416876
18066;0.44792301726704187
18067;0.26722505418378606
18068;0.2877884832060884
18069;0.10740497731707506
18070;0.3361412109312175
18071;0.9895127519773155
18072;0.6774216517559165
18073;0.015550595238095238
18074;0.15529094129406806
18075;0.18016732792494625
18076;0.7068582783401184
18077;0.8287312818470294
18078;0.6850819225508048
18079;0.2676363907524456
18080;0.11742683873838286
18081;0.3467640295980331
18082;0.10275392184711743
18083;0.024917076196153687
18084;0.3651511828211187
18085;0.3863226149351495
18086;0.31256731734376697
18087;0.2760716419565941
18088;0.07787183887193895
18089;0.43820516073792926
18090;0.7206161607145655
18091;0.7206161607145655
18092;0.7206161607145655
18093;0.7206161607145655
18094;0.8287312818470294
18095;0.389584710453831
18096;0.8663868128416876
18097;0.8663868128416876
18098;0.13215110723273696
18099;0.29515895498110883
18100;0.5755057252414801
18101;0.7503773486907527
18102;0.5262962935574705
18103;0.07376501816372691
18104;0.19223929641107426
18105;0.16247850460454427
18106;0.598691772507453
18107;0.409997856424702
18108;0.12310773107430531
18109;0.33902984822866855
18110;0.4661158700012494
18111;0.714814605164717
18112;0.448478475844742
18113;0.15463795389801277
18114;0.04309894660740492
18115;0.17455768248119155
18116;0.1995946318670513
18117;0.08995824776757004
18118;0.023960413855150697
18119;0.8622325701557731
18120;0.0668694792201347
18121;0.6608781574152707
18122;0.714814605164717
18123;0.05605546059443395
18124;0.16679988496878062
18125;0.559136013233249
18126;0.9412834789270343
18127;0.02801514604444421
18128;0.8663868128416876
18129;0.4476881952383784
18130;0.10109578900416967
18131;0.3410067768636824
18132;0.16869419796223256
18133;0.2773718383833489
18134;0.2363346033222963
18135;0.08580753915604789
18136;0.019565406304781884
18137;0.5122096104672368
18138;0.2892062493024681
18139;0.7836036486935507
18140;0.7601779729136242
18141;0.041471576418705504
18142;0.3069210184383932
18143;0.019988173338688804
18144;0.0667983830402658
18145;0.8287312818470294
18146;0.13156717992095351
18147;0.2323485504983936
18148;0.8628046127129764
18149;0.624587543805661
18150;0.8706387558499514
18151;0.029662606153125888
18152;0.3841955915644225
18153;0.0875450295577059
18154;0.7206161607145655
