id_contract;TARGET
17892;0.0641869276946933
17893;0.022581985999573635
17894;0.06368145199727962
17895;0.12670918862093267
17896;0.5153580324563739
17897;0.021264486431506392
17898;0.03208448830760145
17899;0.9519682610346519
17900;0.04319792236541291
17901;0.29780718633928227
17902;0.05120746775773625
17903;0.36864157509552214
17904;0.23677392180343407
17905;0.9236382398905124
17906;0.04856972085729585
17907;0.0491038039441986
17908;0.016922949795216746
17909;0.07310828174373918
17910;0.015826326838340933
17911;0.10015545413599679
17912;0.025893595431798824
17913;0.11246335672790339
17914;0.9777915214602682
17915;0.9777915214602682
17916;0.07981879384417827
17917;0.09057715616051513
17918;0.9495597697810605
17919;0.9832083694976409
17920;0.04503319941757652
17921;0.8869476240845355
17922;0.8869476240845355
17923;0.02257163478418489
17924;0.06747346126609241
17925;0.9882880975565604
17926;0.14726706261676006
17927;0.029577667335635948
17928;0.3121943222181472
17929;0.03381610165775721
17930;0.02486838199625973
17931;0.011307053332930526
17932;0.03725140381865278
17933;0.7710861494786848
17934;0.00924374158848722
17935;0.2545130353934407
17936;0.7710861494786848
17937;0.9851646153357788
17938;0.9851646153357788
17939;0.9851646153357788
17940;0.4425974045573458
17941;0.01929645452362086
17942;0.024741560755212805
17943;0.29173827204533204
17944;0.015227725060822747
17945;0.003893032528757547
17946;0.7919034151610497
17947;0.10565565557223089
17948;0.30133783403529685
17949;0.026350274500404343
17950;0.004224131626271918
17951;0.054225169406991375
17952;0.10114847595519215
17953;0.997713011785409
17954;0.06659792352505556
17955;0.18589503216578362
17956;0.46411584790129207
17957;0.46411584790129207
17958;0.01211613449418153
17959;0.05776603691805199
17960;0.08429267890557737
17961;0.032737121437336765
17962;0.03326232085505124
17963;0.10304085998116279
17964;0.280532937379791
17965;0.0033819282284915492
17966;0.045148614460474294
17967;0.09922516134779161
17968;0.3339761858668375
17969;0.3317784593419697
17970;0.0006560170530182785
17971;0.07579004770020824
17972;0.1226469120532157
17973;0.04606995747843228
17974;0.08126141233943121
17975;0.07810349107161957
17976;0.030686146274071437
17977;0.00926526855817678
17978;0.047317819765240826
17979;0.0015225340567092873
17980;0.14003098706378406
17981;0.09607409490349848
17982;0.0089340234326498
17983;0.07054534255603513
17984;0.976825151101805
17985;0.06372011003473947
17986;0.9971003219788273
17987;0.11061823529398752
17988;0.9539748344781285
17989;0.6127407493971233
17990;0.17824807508688012
17991;0.07161849993578473
17992;0.3967745741374474
17993;0.11587727827831339
17994;0.1029896061426015
17995;0.010130246414655339
17996;0.8801764655426283
17997;0.1418022760967593
17998;0.0207726696149969
17999;0.002684634880442252
18000;0.07739869970058609
18001;0.9849540999468829
18002;0.9208630229573422
18003;0.9335219078348127
18004;0.11582529043164101
18005;0.9861680270051311
18006;0.6734731443876918
18007;0.7452825699603194
18008;0.09531918995449494
18009;0.08290038083807422
18010;0.16898536465638314
18011;0.2484401062546577
18012;0.10357467779458973
18013;0.13917930648727567
18014;0.9841743256576835
18015;0.13439341871516447
18016;0.17484913163854124
18017;0.7438272214671375
18018;0.9441971015211689
18019;0.3344058172473201
18020;0.016618691112482074
18021;0.036624697528075116
18022;0.017722626121004965
18023;0.33849060573693035
18024;0.009877674268956613
18025;0.07198141146627826
18026;0.9970739284123532
18027;0.036379826965857405
18028;0.004237439452887029
18029;0.9523291982381615
18030;0.947756839406484
18031;0.9518160609320538
18032;0.03087976998548903
18033;0.9518160609320538
18034;0.04625709745971585
18035;0.00392860069593392
18036;0.2612802878364345
18037;0.009877165559343008
18038;0.8641853813918562
18039;0.9840365901546606
18040;0.25277375921976425
18041;0.9518160609320538
18042;0.1832149814349891
18043;0.09843091827341315
18044;0.11122968722235246
18045;0.018605396718610334
18046;0.986127750540303
18047;0.006080721019017603
18048;0.21849208657453062
18049;0.0965677464614166
18050;0.14741645287923527
18051;0.9119683311898518
18052;0.9837704320519249
18053;0.1662763406425019
18054;0.016872470352533107
18055;0.014323732021760134
18056;0.043635847824821
18057;0.18547910912943513
18058;0.9350607921867373
18059;0.004517283336486055
18060;0.0326457443358549
18061;0.02592371174401209
18062;0.46556387184948667
18063;0.9527717459320277
18064;0.15124986934146148
18065;0.9522631335054133
18066;0.9168314582387928
18067;0.07493753228874862
18068;0.12254807578577512
18069;0.01416796020345706
18070;0.03532440480145442
18071;0.9192333743255288
18072;0.09752392782768592
18073;0.000394209018556247
18074;0.032605927083806885
18075;0.07667964405953939
18076;0.9182720788996338
18077;0.9975742619617549
18078;0.49561175002145086
18079;0.06464779683601067
18080;0.013203363451362632
18081;0.98217637610436
18082;0.013765330072658365
18083;0.005176612738396476
18084;0.05675075911997978
18085;0.8932040793943292
18086;0.07234928346587001
18087;0.014099296420102287
18088;0.04734680376305335
18089;0.09783503637373459
18090;0.9971267861836657
18091;0.996991140534681
18092;0.996991140534681
18093;0.996991140534681
18094;0.9976562045516407
18095;0.19374275646767397
18096;0.9523194998707132
18097;0.9518062634526209
18098;0.022093985524106144
18099;0.04735194296867361
18100;0.6160390061189127
18101;0.24437800738755822
18102;0.16922141182779138
18103;0.028405448732343463
18104;0.03237537397869853
18105;0.043323169305144085
18106;0.4313771795546532
18107;0.10133645565666441
18108;0.05474922623110822
18109;0.14438835661280805
18110;0.9216467753814179
18111;0.9862928943066308
18112;0.15696225817469875
18113;0.0539184288201484
18114;0.04098557021105803
18115;0.0025767914753359465
18116;0.038162623412127714
18117;0.01715308483716266
18118;0.0023972482089229296
18119;0.9837670212011512
18120;0.054537651958486234
18121;0.9529324221966553
18122;0.9762995463697879
18123;0.02383718866524939
18124;0.03976197276929509
18125;0.16098326506701502
18126;0.3706397701063573
18127;0.005564280054922579
18128;0.952870422663168
18129;0.06589892586819311
18130;0.06378102713874624
18131;0.49356884777374965
18132;0.039507671289541434
18133;0.07741351220466901
18134;0.019803627367996093
